slug,type,author,title,series,number
cetaganda-bujold,book,Lois McMaster Bujold,Cetaganda,Vorkosigan Saga,13
diplomatic-immunity-bujold,book,Lois McMaster Bujold,Diplomatic Immunity,Vorkosigan Saga,17
ethan-of-athos-bujold,book,Lois McMaster Bujold,Ethan of Athos,Vorkosigan Saga,3
falling-free-bujold-suford-lewis,book,Lois McMaster Bujold,Falling Free,Vorkosigan Saga,4
komarr-bujold,book,Lois McMaster Bujold,Komarr,Vorkosigan Saga,15
memory-bujold,book,Lois McMaster Bujold,Memory,Vorkosigan Saga,14
mirror-dance-bujold,book,Lois McMaster Bujold,Mirror Dance,Vorkosigan Saga,12
paladin-of-souls-bujold,book,Lois McMaster Bujold,Paladin of Souls,Curse of Chalion,2
shards-of-honor-bujold,book,Lois McMaster Bujold,Shards of Honor,Vorkosigan Saga,1
the-borders-of-infinity-bujold,book,Lois McMaster Bujold,The Borders of Infinity,Vorkosigan Saga,8
the-borders-of-infinity-vorkosigan-saga-53-bujold,book,Lois McMaster Bujold,"The Borders of Infinity (Vorkosigan Saga, #5.3)",Vorkosigan Saga,8
the-vor-game-bujold,book,Lois McMaster Bujold,The Vor Game,Vorkosigan Saga,10
the-warriors-apprentice-bujold,book,Lois McMaster Bujold,The Warrior's Apprentice,Vorkosigan Saga,2
at-close-quarters-pt-boats-in-the-united-states-navy-bulkley-john-f-kennedy,book,Robert J. Bulkley,At Close Quarters: PT Boats in the United States Navy,,
the-last-legion-bunch,book,Chris Bunch,The Last Legion,,
piano-burning-and-other-fighter-pilot-traditions-burgon,book,Rob Burgon,Piano Burning and Other Fighter Pilot Traditions,,
dog-eat-dog-rpg-burke,rpg,Liam Liwanag Burke,Dog Eat Dog RPG,,
designing-your-life-build-a-life-that-works-for-you-burnett-dave-evans,book,Bill Burnett,Designing Your Life: Build a Life that Works for You,,
pathfinder-first-in-last-out-a-memoir-of-vietnam-burns,book,Richard R. Burns,"Pathfinder: First In, Last Out: A Memoir of Vietnam",,
imaginative-writing-the-elements-of-craft-penguin-academics-series-burroway,book,Janet Burroway,Imaginative Writing: The Elements of Craft (Penguin Academics Series),,
parable-of-the-sower-butler,book,Octavia E. Butler,Parable of the Sower,,
wild-seed-butler,book,Octavia E. Butler,Wild Seed,,
buttericks-practical-typography-butterick-erik-spiekermann,book,Matthew Butterick,Butterick's Practical Typography,,
mind-map-mastery-the-complete-guide-to-learning-and-using-the-most-powerful-thinking-tool-in-the-universe-buzan,book,Tony Buzan,Mind Map Mastery: The Complete Guide to Learning and Using the Most Powerful Thinking Tool in the Universe,,
gladius-the-world-of-the-roman-soldier-bedoyere,book,Guy de la Bédoyère,Gladius: The World of the Roman Soldier,,
the-red-knight-cameron,book,Miles Cameron,The Red Knight,,
sinless-chrome-sorcery-table-top-role-playing-game-campbell-james-shields,rpg,Courtney C Campbell,Sinless: Chrome & Sorcery Table Top Role Playing Game,,
ad-astra-campbell,book,Jack Campbell,Ad Astra,,
courageous-campbell,book,Jack Campbell,Courageous,Lost Fleet,3
dauntless-campbell,book,Jack Campbell,Dauntless,Lost Fleet,1
dreadnaught-campbell,book,Jack Campbell,Dreadnaught,Lost Fleet: Beyond the Frontiers,1
fearless-campbell,book,Jack Campbell,Fearless,Lost Fleet,2
guardian-campbell,book,Jack Campbell,Guardian,Lost Fleet: Beyond the Frontiers,3
invincible-campbell,book,Jack Campbell,Invincible,Lost Fleet: Beyond the Frontiers,2
leviathan-campbell,book,Jack Campbell,Leviathan,Lost Fleet: Beyond the Frontiers,5
relentless-campbell,book,Jack Campbell,Relentless,Lost Fleet,5
steadfast-campbell,book,Jack Campbell,Steadfast,Lost Fleet: Beyond the Frontiers,4
valiant-campbell,book,Jack Campbell,Valiant,Lost Fleet,4
victorious-campbell,book,Jack Campbell,Victorious,Lost Fleet,6
nova-campbell,rpg,Spencer Campbell,Nova,,
biopolitics-a-reader-a-john-hope-franklin-center-book-campbell-adam-sitze,book,Timothy C. Campbell,Biopolitics: A Reader (a John Hope Franklin Center Book),,
enders-game-card,book,Orson Scott Card,Ender’s Game,Ender’s Game,1
speaker-for-the-dead-card,book,Orson Scott Card,Speaker for the Dead,Ender’s Game,2
after-the-deluge-carlsson,book,Chris Carlsson,After the Deluge,,
how-to-win-friends-influence-people-carnegie,book,Dale Carnegie,How to Win Friends & Influence People,,
minds-on-fire-how-role-immersion-games-transform-college-carnes,book,Mark C. Carnes,Minds on Fire: How Role-Immersion Games Transform College,,
bad-blood-secrets-and-lies-in-a-silicon-valley-startup-carreyrou,book,John Carreyrou,Bad Blood: Secrets and Lies in a Silicon Valley Startup,,
tinker-tailor-soldier-spy-carre,book,John le Carré,"Tinker, Tailor, Soldier, Spy",,
the-professor-and-other-writings-castle,book,Terry Castle,The Professor and Other Writings,,
kgbcia-intelligence-and-counter-intelligence-operations-celina-bledowska-jonathan-bloch,book,celina-bledowska celina-bledowska,KGB/CIA: Intelligence and Counter-Intelligence Operations,,
computing-a-concise-history-the-mit-press-essential-knowledge-series-ceruzzi,book,Paul E. Ceruzzi,Computing: A Concise History (The MIT Press Essential Knowledge series),,
the-yiddish-policemens-union-chabon,book,Michael Chabon,The Yiddish Policemen's Union,,
space-1889-science-fiction-role-playing-in-a-more-civilized-time-chadwick-david-r-dietrick,rpg,Frank Chadwick,Space 1889: Science Fiction Role Playing in a More Civilized Time,,
the-city-of-brass-chakraborty,book,S.A. Chakraborty,The City of Brass,The Daevabad Trilogy,1
the-empire-of-gold-chakraborty,book,S.A. Chakraborty,The Empire of Gold,The Daevabad Trilogy,3
the-kingdom-of-copper-chakraborty,book,S.A. Chakraborty,The Kingdom of Copper,The Daevabad Trilogy,2
the-cold-wars-killing-fields-rethinking-the-long-peace-chamberlin,book,Paul Thomas Chamberlin,The Cold War's Killing Fields: Rethinking the Long Peace,,
a-closed-and-common-orbit-chambers,book,Becky Chambers,A Closed and Common Orbit,,
the-big-sleep-chandler,book,Raymond Chandler,The Big Sleep,,
green-zone-imperial-life-in-the-emerald-city-chandrasekaran,book,Rajiv Chandrasekaran,Green Zone: Imperial Life in the Emerald City,,
the-five-love-languages-how-to-express-heartfelt-commitment-to-your-mate-chapman,book,Gary Chapman,The Five Love Languages: How to Express Heartfelt Commitment to Your Mate,,
flying-circus-the-high-flying-adventure-game-chappell,rpg,Erika Chappell,Flying Circus: The High-Flying Adventure Game,,
lieutenant-fusilier-in-the-farthest-reaches-chappell-molly-skyfire,book,Erika Chappell,Lieutenant Fusilier in the Farthest Reaches,,
oath-of-moment-chappell-,rpg,Erika Chappell,Oath of Moment,,
patrol-military-roleplay-in-the-20th-century-chappell,rpg,Erika Chappell,Patrol: Military Roleplay in the 20th Century,,
born-in-blood-and-fire-a-concise-history-of-latin-america-chasteen,book,John Charles Chasteen,Born in Blood and Fire: A Concise History of Latin America,,
the-canterbury-tales-chaucer-burton-raffel,book,Geoffrey Chaucer,The Canterbury Tales,,
grant-chernow,book,Ron Chernow,Grant,,
cyteen-cyteen-1-3-cherryh,book,C.J. Cherryh,"Cyteen (Cyteen, #1-3)",,
downbelow-station-cherryh,book,C.J. Cherryh,Downbelow Station,,
robota-chiang-orson-scott-card,book,Doug Chiang,Robota,,
exhalation-chiang,book,Ted Chiang,Exhalation,,
stories-of-your-life-and-others-chiang,book,Ted Chiang,Stories of Your Life and Others,,
the-gun-chivers,book,C.J. Chivers,The Gun,,
black-water-sister-cho,book,Zen Cho,Black Water Sister,,
the-innovators-dilemma-the-revolutionary-book-that-will-change-the-way-you-do-business-christensen,book,Clayton M. Christensen,The Innovator's Dilemma: The Revolutionary Book that Will Change the Way You Do Business,,
the-innovators-soluton-creating-and-sustaining-successful-growth-christensen-michael-e-raynor,book,Clayton M. Christensen,The Innovator's Solut!on: Creating and Sustaining Successful Growth,,
finna-cipri,book,Nino Cipri,Finna,,
deaths-end-cixin-ken-liu,book,Liu Cixin,Death's End,The Three-Body Problem,3
the-dark-forest-cixin-joel-martinsen,book,Liu Cixin,The Dark Forest,The Three-Body Problem,2
the-three-body-problem-cixin-ken-liu,book,Liu Cixin,The Three-Body Problem,The Three-Body Problem,1
the-cardinal-of-the-kremlin-clancy,book,Tom Clancy,The Cardinal of the Kremlin,,
ignition-an-informal-history-of-liquid-rocket-propellants-clark,book,John Drury Clark,Ignition!: An informal history of liquid rocket propellants,,
guns-up-clark,book,Johnnie M. Clark,Guns Up!,,
the-role-of-the-bomber-clark,book,Ronald William Clark,The Role of the Bomber,,
biomedicalization-technoscience-health-and-illness-in-the-us-clarke-laura-mamo,book,Adele E. Clarke,"Biomedicalization: Technoscience, Health, and Illness in the U.S.",,
a-fall-of-moondust-clarke,book,Arthur C. Clarke,A Fall of Moondust,,
rendezvous-with-rama-clarke,book,Arthur C. Clarke,Rendezvous With Rama,,
the-fountains-of-paradise-clarke,book,Arthur C. Clarke,The Fountains of Paradise,,
jonathan-strange-mr-norrell-clarke,book,Susanna Clarke,Jonathan Strange & Mr Norrell,,
piranesi-clarke,book,Susanna Clarke,Piranesi,,
on-war-clausewitz-michael-eliot-howard,book,Carl von Clausewitz,On War,,
soul-on-ice-cleaver-maxwell-geismar,book,Eldridge Cleaver,Soul on Ice,,
the-tonkin-gulf-yacht-club-naval-aviation-in-the-vietnam-war-cleaver,book,Thomas McKelvey Cleaver,The Tonkin Gulf Yacht Club: Naval Aviation in the Vietnam War,,
the-american-way-of-irregular-war-an-analytical-memoir-cleveland-daniel-egel,book,Charles T. Cleveland,The American Way of Irregular War: An Analytical Memoir,,
theyd-rather-be-right-clifton-frank-riley,book,Mark Clifton,They'd Rather Be Right,,
1177-bc-the-year-civilization-collapsed-cline-barry-s-strauss,book,Eric H. Cline,1177 B.C.: The Year Civilization Collapsed,,
ready-player-one-cline,book,Ernest Cline,Ready Player One,,
dungeon-masters-guide-2-dungeons-dragons-4th-edition-coast-mike-mearls,rpg,Wizards of the Coast,"Dungeon Master's Guide 2 (Dungeons & Dragons, 4th Edition)",,
manual-of-the-planes-dungeons-dragons-4th-edition-coast,rpg,Wizards of the Coast,"Manual of the Planes (Dungeons & Dragons, 4th Edition)",,
the-technology-pork-barrel-cohen,book,Linda R. Cohen,The Technology Pork Barrel,,
by-the-sword-a-history-of-gladiators-musketeers-samurai-swashbucklers-and-olympic-champions-cohen,book,Richard Cohen,"By the Sword: A History of Gladiators, Musketeers, Samurai, Swashbucklers, and Olympic Champions",,
making-history-the-storytellers-who-shaped-the-past-cohen,book,Richard Cohen,Making History: The Storytellers Who Shaped the Past,,
the-achilles-trap-coll,audiobook,Steve Coll,"The Achilles Trap: Saddam Hussein, the C.I.A., and the Origins of America's Invasion of Iraq",,
introduction-to-sociology-college-heather-griffiths,book,OpenStax College,Introduction to Sociology,,
the-gun-the-ship-and-the-pen-warfare-constitutions-and-the-making-of-the-modern-world-colley,book,Linda Colley,"The Gun, the Ship, and the Pen: Warfare, Constitutions, and the Making of the Modern World",,
post-soviet-social-neoliberalism-social-modernity-biopolitics-collier,book,Stephen J. Collier,"Post-Soviet Social: Neoliberalism, Social Modernity, Biopolitics",,
killing-rage-collins-mick-mcgovern,book,Eamon Collins,Killing Rage,,
the-golem-what-you-should-know-about-science-canto-collins-trevor-pinch,book,Harry Collins,The Golem: What You Should Know about Science (Canto),,
lightning-joe-an-autobiography-collins,book,J. Lawton Collins,Lightning Joe: An Autobiography,,
catching-fire-collins,book,Suzanne Collins,Catching Fire,The Hunger Games,2
mockingjay-collins,book,Suzanne Collins,Mockingjay,The Hunger Games,3
the-hunger-games-collins,book,Suzanne Collins,The Hunger Games,The Hunger Games,1
a-higher-loyalty-truth-lies-and-leadership-comey,book,James B. Comey,"A Higher Loyalty: Truth, Lies, and Leadership",,
the-card-catalog-books-cards-and-literary-treasures-congress-carla-hayden,book,Library of Congress,"The Card Catalog: Books, Cards, and Literary Treasures",,
rising-sun-and-tumbling-bear-cassell-military-paperbacks-connaughton,book,Richard M. Connaughton,Rising Sun And Tumbling Bear (CASSELL MILITARY PAPERBACKS),,
one-man-connolly,book,Harry Connolly,One Man,,
the-medicalization-of-society-on-the-transformation-of-human-conditions-into-treatable-disorders-conrad,book,Peter Conrad,The Medicalization of Society: On the Transformation of Human Conditions into Treatable Disorders,,
belfast-diary-war-as-a-way-of-life-conroy,book,John Conroy,Belfast Diary: War as a Way of Life,,
the-twelve-apostles-michael-collins-the-squad-and-irelands-fight-for-freedom-coogan,book,Tim Pat Coogan,"The Twelve Apostles: Michael Collins, the Squad and Ireland's Fight for Freedom",,
shadows-linger-cook,book,Glen Cook,Shadows Linger,The Black Company,2
the-black-company-cook,book,Glen Cook,The Black Company,The Black Company,1
the-white-rose-cook,book,Glen Cook,The White Rose,The Black Company,3
participation-the-new-tyranny-cooke-uma-kothari,book,Bill Cooke,Participation: The New Tyranny?,,
enhancing-the-effectiveness-of-team-science-cooke-margaret-l-hilton,book,Nancy J. Cooke,Enhancing the Effectiveness of Team Science,,
fighter-a-history-of-fighter-aircraft-cooper,book,Bryan Cooper,Fighter: A history of fighter aircraft,,
boyd-the-fighter-pilot-who-changed-the-art-of-war-coram,book,Robert Coram,Boyd: The Fighter Pilot Who Changed the Art of War,,
abaddons-gate-corey,book,James S.A. Corey,Abaddon’s Gate,The Expanse,3
calibans-war-corey,book,James S.A. Corey,Caliban’s War,The Expanse,2
leviathan-wakes-corey,book,James S.A. Corey,Leviathan Wakes,The Expanse,1
the-lost-child-of-lychford-cornell,book,Paul Cornell,The Lost Child of Lychford,,
witches-of-lychford-cornell,book,Paul Cornell,Witches of Lychford,,
gone-native-an-ncos-story-cornett,book,Alan Cornett,Gone Native: An NCO's Story,,
the-zen-of-fish-the-story-of-sushi-from-samurai-to-supermarket-corson,book,Trevor Corson,"The Zen of Fish: The Story of Sushi, from Samurai to Supermarket",,
corsairville-the-lost-domain-of-the-flying-boat-coster,book,Graham Coster,Corsairville: The Lost Domain of the Flying Boat,,
the-deadly-life-of-logistics-mapping-violence-in-global-trade-cowen,book,Deborah Cowen,The Deadly Life of Logistics: Mapping Violence in Global Trade,,
the-culture-code-the-secrets-of-highly-successful-groups-coyle,book,Daniel Coyle,The Culture Code: The Secrets of Highly Successful Groups,,
the-workshop-and-the-world-what-ten-thinkers-can-teach-us-about-science-and-authority-crease,book,Robert P. Crease,The Workshop and the World: What Ten Thinkers Can Teach Us About Science and Authority,,
command-in-war-creveld,book,Martin van Creveld,Command in War,,
the-culture-of-war-creveld,book,Martin van Creveld,The Culture of War,,
the-hidden-threat-mines-and-minesweeping-reserve-in-wwi-crossley,book,Jim Crossley,The Hidden Threat: Mines and Minesweeping Reserve in WWI,,
the-rightful-place-of-science-politics-crow-david-guston,book,Michael Crow,The Rightful Place of Science: Politics,,
designing-the-new-american-university-crow,book,Michael M. Crow,Designing the New American University,,
the-master-of-confessions-the-making-of-a-khmer-rouge-torturer-cruvellier,book,Thierry Cruvellier,The Master of Confessions: The Making of a Khmer Rouge Torturer,,
solenoid-cartarescu,book,Mircea Cărtărescu,Solenoid,,
the-incas-daltroy,book,Terence N. D'Altroy,The Incas,,
pharmacopolitics-drug-regulation-in-the-united-states-and-germany-daemmrich,book,Arthur A. Daemmrich,Pharmacopolitics: Drug Regulation in the United States and Germany,,
good-dog-101-dahl,book,Cristine Dahl,"Good Dog 101: Easy Lessons to Train Your Dog the Happy, Healthy Way",,
boy-tales-of-childhood-dahl-quentin-blake,book,Roald Dahl,Boy: Tales of Childhood,,
the-sht-no-one-tells-you-a-guide-to-surviving-your-babys-first-year-dais,book,Dawn Dais,The Sh!t No One Tells You: A Guide to Surviving Your Baby's First Year,,
return-of-a-king-the-battle-for-afghanistan-dalrymple,book,William Dalrymple,Return of a King: The Battle for Afghanistan,,
the-anarchy-the-east-india-company-corporate-violence-and-the-pillage-of-an-empire-dalrymple,book,William Dalrymple,"The Anarchy: The East India Company, Corporate Violence, and the Pillage of an Empire",,
